idolId,accounts,onlyAccounts,tweets
1,0,0,0
2,0,0,0
3,0,0,0
4,478,213,1416
5,0,0,0
6,1361,658,5543
7,310,132,921
8,0,0,0
9,297,117,938
10,94,13,106
11,0,0,0
12,0,0,0
13,0,0,0
14,126,27,285
15,0,0,0
16,74,20,171
17,975,468,2814
18,697,340,2026
19,0,0,0
20,794,432,2865
21,90,27,133
22,0,0,0
23,0,0,0
24,340,153,669
25,0,0,0
26,593,327,1491
27,0,0,0
28,0,0,0
29,90,28,190
30,216,50,408
31,153,41,426
32,0,0,0
33,0,0,0
34,1697,882,5567
35,0,0,0
36,289,84,534
37,409,128,1098
38,147,29,349
39,253,60,511
40,181,64,412
41,0,0,0
45,174,56,359
47,108,24,173
48,171,84,375
49,208,85,460
50,0,0,0
51,64,16,156
52,132,37,305
53,107,39,189
54,0,0,0
55,872,355,3206
56,224,81,597
57,572,231,1989
58,471,227,1098
59,0,0,0
60,177,31,388
61,128,37,221
62,613,293,2224
63,0,0,0
64,0,0,0
65,236,83,734
66,0,0,0
67,0,0,0
68,938,479,2877
69,1223,540,5222
70,112,23,161
71,206,43,326
72,238,103,604
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,521,235,1008
78,0,0,0
79,819,423,2135
80,0,0,0
81,0,0,0
82,212,71,622
83,295,98,548
84,0,0,0
85,0,0,0
86,239,101,612
87,230,82,615
88,0,0,0
89,0,0,0
90,1797,989,6258
91,1625,752,5022
92,2591,1523,7015
93,245,102,418
94,0,0,0
95,43,11,81
96,1095,549,3317
97,0,0,0
98,0,0,0
99,69,23,154
100,137,56,292
101,0,0,0
102,119,34,260
103,162,25,455
104,657,211,2407
105,0,0,0
110,70,28,146
111,481,248,1816
112,307,94,507
113,260,97,702
114,0,0,0
115,145,21,205
116,321,93,735
117,141,53,386
118,608,266,1623
119,899,423,2892
120,0,0,0
121,0,0,0
122,559,227,1639
123,0,0,0
124,1007,541,3252
125,579,233,1828
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,1167,599,3564
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,509,210,1468
137,0,0,0
138,0,0,0
139,285,104,682
140,156,54,346
141,101,24,165
142,264,76,832
143,0,0,0
144,72,13,161
145,93,25,289
146,0,0,0
147,0,0,0
149,0,0,0
150,0,0,0
151,118,44,253
153,0,0,0
154,0,0,0
155,224,61,431
156,418,173,805
157,0,0,0
158,0,0,0
159,0,0,0
160,39,16,113
161,0,0,0
162,1736,942,4900
163,0,0,0
164,0,0,0
165,125,44,252
166,53,16,104
167,490,241,1500
168,0,0,0
169,0,0,0
170,323,145,816
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,108,25,262
176,215,62,543
181,0,0,0
184,0,0,0
185,118,29,251
186,0,0,0
187,187,27,338
188,406,128,1031
189,1182,584,4030
190,85,14,172
191,0,0,0
192,0,0,0
193,0,0,0
194,194,39,558
195,167,54,332
196,416,161,1144
197,0,0,0
198,1,0,1
200,811,504,1874
204,0,0,0
205,0,0,0
206,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,0,0,0
