idolId,accounts,onlyAccounts,tweets
1,0,0,0
2,0,0,0
3,0,0,0
4,456,209,1324
5,0,0,0
6,1297,644,5174
7,292,127,848
8,0,0,0
9,280,113,877
10,88,13,99
11,0,0,0
12,0,0,0
13,0,0,0
14,124,28,272
15,0,0,0
16,72,21,162
17,935,455,2653
18,674,331,1911
19,0,0,0
20,752,416,2657
21,87,26,129
22,0,0,0
23,0,0,0
24,326,150,631
25,0,0,0
26,577,322,1419
27,0,0,0
28,0,0,0
29,85,26,178
30,208,49,388
31,143,40,391
32,0,0,0
33,0,0,0
34,1600,843,5042
35,0,0,0
36,283,83,517
37,380,124,995
38,136,29,312
39,245,59,486
40,170,63,383
41,0,0,0
45,161,51,325
47,105,24,168
48,163,82,354
49,196,81,429
50,0,0,0
51,61,16,147
52,125,37,287
53,103,39,179
54,0,0,0
55,828,343,2966
56,218,80,561
57,545,230,1868
58,438,215,1004
59,0,0,0
60,168,30,372
61,121,35,209
62,588,278,2087
63,0,0,0
64,0,0,0
65,228,78,678
66,0,0,0
67,0,0,0
68,890,466,2692
69,1161,526,4801
70,108,24,150
71,201,42,310
72,226,99,571
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,495,229,955
78,0,0,0
79,780,411,1992
80,0,0,0
81,0,0,0
82,198,68,580
83,287,94,533
84,0,0,0
85,0,0,0
86,232,98,581
87,221,80,579
88,0,0,0
89,0,0,0
90,1696,955,5828
91,1539,729,4653
92,2495,1487,6588
93,236,99,397
94,0,0,0
95,39,9,74
96,1029,528,3056
97,0,0,0
98,0,0,0
99,66,22,143
100,123,52,267
101,0,0,0
102,113,32,243
103,158,26,433
104,627,211,2247
105,0,0,0
110,66,27,131
111,461,238,1707
112,293,89,483
113,241,90,650
114,0,0,0
115,139,21,196
116,309,92,686
117,135,52,364
118,586,258,1513
119,871,418,2713
120,0,0,0
121,0,0,0
122,518,224,1506
123,0,0,0
124,957,510,2968
125,538,225,1663
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,1122,576,3358
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,494,206,1384
137,0,0,0
138,0,0,0
139,269,100,639
140,149,51,321
141,93,21,152
142,256,74,783
143,0,0,0
144,71,13,158
145,89,25,273
146,0,0,0
147,0,0,0
149,0,0,0
150,0,0,0
151,115,45,240
153,0,0,0
154,0,0,0
155,210,59,403
156,401,170,764
157,0,0,0
158,0,0,0
159,0,0,0
160,38,16,103
161,0,0,0
162,1654,909,4548
163,0,0,0
164,0,0,0
165,116,41,236
166,50,15,98
167,472,234,1409
168,0,0,0
169,0,0,0
170,299,135,751
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,105,25,246
176,205,58,509
181,0,0,0
184,0,0,0
185,111,29,232
186,0,0,0
187,180,26,327
188,391,124,972
189,1120,562,3736
190,83,14,161
191,0,0,0
192,0,0,0
193,0,0,0
194,185,39,527
195,161,54,320
196,397,164,1075
197,0,0,0
198,1,0,1
200,775,485,1770
204,0,0,0
205,0,0,0
206,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,0,0,0
