idolId,accounts,onlyAccounts,tweets
1,0,0,0
2,0,0,0
3,0,0,0
4,489,220,1477
5,0,0,0
6,1381,660,5713
7,316,134,947
8,0,0,0
9,307,119,979
10,95,13,108
11,0,0,0
12,0,0,0
13,0,0,0
14,132,27,297
15,0,0,0
16,79,21,182
17,996,475,2908
18,710,345,2108
19,0,0,0
20,816,438,2962
21,91,27,137
22,0,0,0
23,0,0,0
24,348,155,690
25,0,0,0
26,603,330,1533
27,0,0,0
28,0,0,0
29,92,28,197
30,221,51,421
31,154,41,433
32,0,0,0
33,0,0,0
34,1745,901,5787
35,0,0,0
36,296,88,551
37,417,130,1130
38,151,29,361
39,260,63,528
40,186,64,422
41,0,0,0
45,188,58,387
47,112,24,180
48,173,84,384
49,213,87,474
50,0,0,0
51,66,17,164
52,134,37,314
53,111,41,200
54,0,0,0
55,899,362,3343
56,231,82,615
57,584,231,2078
58,487,231,1151
59,0,0,0
60,183,33,400
61,135,38,230
62,634,304,2330
63,0,0,0
64,0,0,0
65,242,82,763
66,0,0,0
67,0,0,0
68,958,484,2981
69,1254,549,5446
70,114,23,165
71,209,43,332
72,247,104,627
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,530,238,1034
78,0,0,0
79,839,426,2216
80,0,0,0
81,0,0,0
82,218,71,644
83,299,99,560
84,0,0,0
85,0,0,0
86,247,101,638
87,238,83,644
88,0,0,0
89,0,0,0
90,1833,1000,6467
91,1671,763,5271
92,2656,1548,7251
93,249,103,429
94,0,0,0
95,44,11,82
96,1132,566,3455
97,0,0,0
98,0,0,0
99,71,24,158
100,142,58,304
101,0,0,0
102,129,35,276
103,164,24,469
104,669,215,2471
105,0,0,0
110,71,28,152
111,493,251,1879
112,313,93,522
113,272,102,734
114,0,0,0
115,149,22,212
116,327,94,755
117,146,53,397
118,623,276,1682
119,920,426,3005
120,0,0,0
121,0,0,0
122,574,232,1698
123,0,0,0
124,1037,552,3384
125,592,235,1892
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,1189,603,3688
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,517,213,1516
137,0,0,0
138,0,0,0
139,294,106,703
140,160,54,357
141,110,28,175
142,269,77,856
143,0,0,0
144,74,13,165
145,97,25,301
146,0,0,0
147,0,0,0
149,0,0,0
150,0,0,0
151,121,44,260
153,0,0,0
154,0,0,0
155,230,62,446
156,428,177,829
157,0,0,0
158,0,0,0
159,0,0,0
160,40,16,118
161,0,0,0
162,1787,963,5085
163,0,0,0
164,0,0,0
165,129,45,262
166,54,16,105
167,502,248,1553
168,0,0,0
169,0,0,0
170,328,146,837
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,112,25,273
176,220,61,563
181,0,0,0
184,0,0,0
185,123,30,264
186,0,0,0
187,188,27,340
188,416,128,1069
189,1214,590,4184
190,89,14,178
191,0,0,0
192,0,0,0
193,0,0,0
194,199,39,568
195,170,54,339
196,425,164,1170
197,0,0,0
198,1,0,1
200,833,513,1942
204,0,0,0
205,0,0,0
206,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,0,0,0
