idolId,accounts,onlyAccounts,tweets
1,0,0,0
2,0,0,0
3,0,0,0
4,389,180,1056
5,0,0,0
6,979,574,3750
7,241,118,658
8,0,0,0
9,232,96,700
10,47,12,52
11,0,0,0
12,0,0,0
13,0,0,0
14,106,25,229
15,0,0,0
16,58,17,130
17,799,409,2111
18,576,284,1497
19,0,0,0
20,603,362,2059
21,78,23,112
22,0,0,0
23,0,0,0
24,271,124,484
25,0,0,0
26,502,290,1179
27,0,0,0
28,0,0,0
29,71,22,140
30,109,46,240
31,115,39,291
32,0,0,0
33,0,0,0
34,1348,736,4027
35,0,0,0
36,167,74,356
37,316,103,783
38,112,24,235
39,131,48,305
40,148,57,311
41,0,0,0
45,138,47,251
47,84,24,129
48,129,65,269
49,174,73,353
50,0,0,0
51,54,14,110
52,103,33,231
53,87,36,143
54,0,0,0
55,669,320,2279
56,184,68,436
57,444,203,1418
58,367,190,779
59,0,0,0
60,135,25,300
61,98,33,165
62,509,259,1690
63,0,0,0
64,0,0,0
65,199,72,526
66,0,0,0
67,0,0,0
68,759,415,2115
69,940,490,3695
70,87,21,114
71,104,36,184
72,183,88,444
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,360,201,709
78,0,0,0
79,668,358,1571
80,0,0,0
81,0,0,0
82,173,65,466
83,163,79,352
84,0,0,0
85,0,0,0
86,185,85,438
87,187,71,460
88,0,0,0
89,0,0,0
90,1434,837,4552
91,1202,619,3489
92,2061,1310,5147
93,189,87,320
94,0,0,0
95,33,6,61
96,874,470,2450
97,0,0,0
98,0,0,0
99,59,21,126
100,104,44,219
101,0,0,0
102,100,30,194
103,72,24,274
104,461,195,1725
105,0,0,0
110,55,22,103
111,395,214,1346
112,171,71,315
113,196,82,503
114,0,0,0
115,57,18,97
116,200,85,458
117,112,45,290
118,477,227,1200
119,723,360,2064
120,0,0,0
121,0,0,0
122,439,207,1217
123,0,0,0
124,821,448,2385
125,467,205,1354
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,823,494,2466
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,357,178,1052
137,0,0,0
138,0,0,0
139,229,90,514
140,127,48,259
141,76,20,125
142,220,67,634
143,0,0,0
144,62,11,134
145,73,22,224
146,0,0,0
147,0,0,0
149,0,0,0
150,0,0,0
151,101,41,193
153,0,0,0
154,0,0,0
155,168,56,304
156,343,154,616
157,0,0,0
158,0,0,0
159,0,0,0
160,34,16,79
161,0,0,0
162,1400,788,3559
163,0,0,0
164,0,0,0
165,102,36,183
166,43,14,86
167,402,211,1116
168,0,0,0
169,0,0,0
170,250,121,601
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,85,24,201
176,157,44,381
181,0,0,0
184,0,0,0
185,85,24,184
186,0,0,0
187,73,25,123
188,242,102,680
189,963,521,2963
190,72,12,136
191,0,0,0
192,0,0,0
193,0,0,0
194,151,34,436
195,138,48,263
196,340,146,879
197,0,0,0
198,1,0,1
200,664,425,1441
204,0,0,0
205,0,0,0
206,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,0,0,0
