idolId,accounts,onlyAccounts,tweets
1,0,0,0
2,0,0,0
3,0,0,0
4,451,205,1310
5,0,0,0
6,1281,636,5117
7,292,127,842
8,0,0,0
9,277,112,870
10,87,12,98
11,0,0,0
12,0,0,0
13,0,0,0
14,122,27,267
15,0,0,0
16,71,21,161
17,928,454,2636
18,669,327,1890
19,0,0,0
20,737,410,2622
21,87,26,128
22,0,0,0
23,0,0,0
24,324,149,623
25,0,0,0
26,570,318,1398
27,0,0,0
28,0,0,0
29,84,26,177
30,208,49,388
31,143,40,386
32,0,0,0
33,0,0,0
34,1579,830,4983
35,0,0,0
36,282,82,512
37,377,122,986
38,135,29,310
39,243,58,480
40,170,63,379
41,0,0,0
45,161,51,321
47,105,24,167
48,160,80,345
49,194,80,425
50,0,0,0
51,60,16,146
52,124,37,286
53,103,39,178
54,0,0,0
55,823,342,2938
56,216,79,555
57,536,227,1839
58,433,212,992
59,0,0,0
60,167,30,369
61,120,35,207
62,584,275,2063
63,0,0,0
64,0,0,0
65,226,77,661
66,0,0,0
67,0,0,0
68,883,462,2657
69,1149,526,4731
70,105,23,147
71,200,42,309
72,224,99,561
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,493,228,946
78,0,0,0
79,773,407,1968
80,0,0,0
81,0,0,0
82,198,68,574
83,284,91,526
84,0,0,0
85,0,0,0
86,231,98,574
87,218,80,570
88,0,0,0
89,0,0,0
90,1680,948,5775
91,1517,715,4595
92,2473,1477,6530
93,233,99,393
94,0,0,0
95,38,8,71
96,1018,523,3033
97,0,0,0
98,0,0,0
99,66,22,142
100,123,52,267
101,0,0,0
102,112,31,239
103,157,26,427
104,619,208,2230
105,0,0,0
110,65,27,129
111,456,236,1686
112,290,89,478
113,239,89,642
114,0,0,0
115,138,21,193
116,308,91,683
117,135,52,363
118,583,258,1506
119,861,414,2681
120,0,0,0
121,0,0,0
122,514,222,1495
123,0,0,0
124,947,505,2936
125,533,223,1654
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,1113,572,3320
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,482,202,1361
137,0,0,0
138,0,0,0
139,268,100,634
140,147,51,318
141,91,20,150
142,255,74,773
143,0,0,0
144,70,13,157
145,89,25,271
146,0,0,0
147,0,0,0
149,0,0,0
150,0,0,0
151,115,45,239
153,0,0,0
154,0,0,0
155,207,59,398
156,397,168,755
157,0,0,0
158,0,0,0
159,0,0,0
160,38,16,102
161,0,0,0
162,1638,903,4508
163,0,0,0
164,0,0,0
165,116,41,236
166,49,15,97
167,467,232,1386
168,0,0,0
169,0,0,0
170,294,132,742
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,102,24,242
176,204,57,503
181,0,0,0
184,0,0,0
185,108,29,227
186,0,0,0
187,180,26,326
188,385,121,962
189,1103,556,3685
190,82,14,160
191,0,0,0
192,0,0,0
193,0,0,0
194,185,39,523
195,160,54,317
196,395,163,1066
197,0,0,0
198,1,0,1
200,768,480,1751
204,0,0,0
205,0,0,0
206,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,0,0,0
