idolId,accounts,onlyAccounts,tweets
1,0,0,0
2,0,0,0
3,0,0,0
4,357,167,928
5,0,0,0
6,900,567,3333
7,219,109,587
8,0,0,0
9,204,89,606
10,39,9,42
11,0,0,0
12,0,0,0
13,0,0,0
14,100,26,209
15,0,0,0
16,54,18,118
17,733,390,1871
18,537,265,1336
19,0,0,0
20,556,346,1783
21,73,22,105
22,0,0,0
23,0,0,0
24,243,113,431
25,0,0,0
26,466,275,1051
27,0,0,0
28,0,0,0
29,63,18,120
30,102,44,212
31,107,37,259
32,0,0,0
33,0,0,0
34,1217,682,3482
35,0,0,0
36,159,71,328
37,287,98,686
38,102,23,204
39,124,44,275
40,135,52,275
41,0,0,0
45,121,45,215
47,77,23,117
48,113,56,236
49,166,72,315
50,0,0,0
51,46,14,94
52,92,30,201
53,82,37,135
54,0,0,0
55,614,302,1979
56,167,66,381
57,405,186,1226
58,338,177,704
59,0,0,0
60,124,24,271
61,87,32,149
62,476,247,1500
63,0,0,0
64,0,0,0
65,187,67,457
66,0,0,0
67,0,0,0
68,682,387,1843
69,858,460,3162
70,77,18,101
71,88,29,154
72,171,84,389
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,337,193,647
78,0,0,0
79,623,336,1414
80,0,0,0
81,0,0,0
82,165,61,414
83,150,74,316
84,0,0,0
85,0,0,0
86,169,80,373
87,171,65,413
88,0,0,0
89,0,0,0
90,1317,793,4020
91,1101,585,3081
92,1905,1234,4574
93,162,78,273
94,0,0,0
95,31,5,57
96,790,432,2165
97,0,0,0
98,0,0,0
99,56,21,113
100,92,41,196
101,0,0,0
102,92,28,175
103,64,24,234
104,419,178,1492
105,0,0,0
110,49,18,89
111,355,200,1177
112,154,66,283
113,176,76,437
114,0,0,0
115,54,17,90
116,179,79,397
117,103,42,251
118,440,215,1039
119,661,331,1813
120,0,0,0
121,0,0,0
122,412,201,1095
123,0,0,0
124,756,430,2097
125,432,197,1207
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,772,472,2198
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,332,170,945
137,0,0,0
138,0,0,0
139,208,83,444
140,120,46,234
141,72,20,111
142,192,64,536
143,0,0,0
144,61,11,123
145,70,22,202
146,0,0,0
147,0,0,0
149,0,0,0
150,0,0,0
151,92,39,171
153,0,0,0
154,0,0,0
155,152,51,265
156,307,140,541
157,0,0,0
158,0,0,0
159,0,0,0
160,34,16,74
161,0,0,0
162,1272,728,3118
163,0,0,0
164,0,0,0
165,96,34,165
166,39,12,79
167,367,198,979
168,0,0,0
169,0,0,0
170,226,110,531
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,80,23,178
176,146,39,343
181,0,0,0
184,0,0,0
185,69,19,151
186,0,0,0
187,65,24,108
188,230,97,604
189,899,492,2640
190,67,11,124
191,0,0,0
192,0,0,0
193,0,0,0
194,136,30,365
195,123,46,234
196,319,143,791
197,0,0,0
198,1,0,1
200,591,377,1234
204,0,0,0
205,0,0,0
206,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,0,0,0
