idolId,accounts,onlyAccounts,tweets
1,455,207,1216
2,346,139,931
3,485,172,1562
4,82,40,202
5,356,150,1256
6,114,41,248
7,62,21,177
8,474,244,1711
9,90,40,225
10,25,6,26
11,583,302,2083
12,869,487,2935
13,488,222,1531
14,41,9,115
15,413,220,933
16,21,3,38
17,133,58,264
18,77,26,164
19,336,154,1016
20,144,79,387
21,28,5,40
22,194,73,686
23,217,61,347
24,60,19,127
25,389,162,1227
26,116,54,240
27,1368,910,3905
28,649,361,1574
29,34,9,64
30,47,13,97
31,73,12,179
32,555,336,1461
33,394,160,1002
34,150,72,334
35,616,413,1245
36,49,17,133
37,51,16,189
38,41,8,52
39,33,5,47
40,36,9,77
41,224,90,705
45,25,5,42
47,29,3,35
48,72,26,172
49,42,12,57
50,779,518,2214
51,33,8,81
52,43,15,109
53,32,7,48
54,322,135,947
55,127,57,404
56,37,9,63
57,52,8,104
58,90,40,150
59,1044,644,3219
60,32,6,47
61,31,6,36
62,63,25,205
63,361,142,1040
64,279,135,776
65,46,9,93
66,352,162,859
67,453,190,1478
68,136,79,283
69,102,35,273
70,24,3,26
71,42,19,60
72,49,12,133
73,264,117,850
74,1203,718,3742
75,265,136,1025
76,232,105,758
77,103,53,226
78,547,255,1231
79,103,42,253
80,213,73,597
81,296,149,822
82,57,16,130
83,59,31,159
84,560,265,2270
85,537,310,1372
86,46,15,79
87,59,15,170
88,627,269,1654
89,1213,680,4166
90,158,80,437
91,122,52,329
92,220,125,474
93,46,13,54
94,233,53,490
95,18,1,37
96,114,58,287
97,784,422,2122
98,468,258,1126
99,32,5,51
100,33,14,83
101,527,255,1617
102,28,1,52
103,28,6,125
104,88,29,222
105,363,184,1247
110,25,7,38
111,114,59,312
112,55,18,76
113,52,15,120
114,462,307,951
115,37,7,66
116,56,15,72
117,28,8,44
118,105,36,232
119,96,33,211
120,317,146,723
121,154,71,362
122,74,31,159
123,835,522,2862
124,102,44,298
125,93,34,280
126,670,383,1762
127,458,261,1366
128,155,45,345
129,311,109,589
130,134,67,317
131,667,378,1489
132,466,121,1307
133,338,145,1144
134,433,133,1553
135,895,427,3279
136,85,42,320
137,370,147,1124
138,269,125,681
139,51,20,92
140,43,18,64
141,21,3,32
142,52,11,136
143,234,117,651
144,25,5,35
145,28,7,73
146,482,252,1144
147,182,78,405
149,221,100,579
150,91,27,238
151,46,13,111
153,217,139,846
154,143,50,368
155,31,10,59
156,62,19,101
157,632,327,1530
158,141,52,296
159,401,202,1063
160,14,7,49
161,245,118,749
162,114,52,197
163,510,240,1202
164,384,173,1162
165,36,7,83
166,19,4,34
167,68,32,176
168,705,392,2704
169,186,93,459
170,65,31,160
171,286,101,972
172,526,349,1351
173,514,187,1837
174,210,101,801
175,32,9,71
176,38,5,128
181,289,105,614
184,340,172,637
185,32,5,63
186,239,91,779
187,37,14,52
188,39,9,94
189,101,34,233
190,25,1,33
191,86,20,130
192,116,52,252
193,156,75,333
194,46,15,128
195,43,11,112
196,60,17,125
197,223,83,708
198,890,541,2011
200,89,43,200
204,563,167,1469
205,357,124,741
206,921,453,2259
1001,498,130,1526
1002,362,116,1205
1003,617,179,1457
1004,428,158,724
