idolId,accounts,onlyAccounts,tweets
1,199,103,329
2,171,84,294
3,205,129,385
4,37,28,64
5,165,106,319
6,59,26,85
7,25,17,56
8,228,159,432
9,48,27,85
10,8,4,8
11,299,187,571
12,462,329,881
13,196,117,366
14,14,5,30
15,202,130,301
16,9,3,12
17,72,47,109
18,37,16,55
19,135,76,257
20,66,43,114
21,9,4,12
22,70,41,150
23,72,31,100
24,27,13,37
25,209,115,357
26,70,41,108
27,678,538,1095
28,299,213,425
29,12,7,20
30,24,10,39
31,21,10,33
32,307,216,507
33,146,90,242
34,66,41,105
35,271,206,395
36,20,12,36
37,20,9,43
38,19,6,22
39,9,4,12
40,14,6,25
41,114,57,207
45,5,2,8
47,9,4,12
48,32,18,52
49,14,7,18
50,439,338,777
51,10,5,16
52,14,6,24
53,10,5,13
54,176,94,326
55,66,40,120
56,17,5,22
57,17,4,21
58,39,23,54
59,533,380,933
60,14,3,20
61,14,5,16
62,36,20,64
63,199,93,356
64,127,75,223
65,21,5,31
66,155,89,253
67,207,121,365
68,69,47,112
69,43,23,72
70,6,2,7
71,12,7,17
72,19,10,29
73,120,77,200
74,611,447,1116
75,135,97,264
76,120,79,212
77,54,35,79
78,263,168,436
79,47,29,79
80,96,51,159
81,156,100,257
82,22,10,32
83,25,20,45
84,328,182,667
85,260,164,427
86,20,9,25
87,27,12,51
88,271,163,440
89,570,419,1080
90,74,50,130
91,57,31,98
92,107,74,157
93,17,9,19
94,75,35,115
95,5,1,13
96,52,35,85
97,360,244,613
98,248,156,394
99,13,4,19
100,15,9,25
101,304,182,574
102,6,2,9
103,14,5,27
104,38,20,59
105,203,136,379
110,9,5,16
111,65,47,112
112,23,8,31
113,26,13,48
114,255,187,360
115,9,4,16
116,15,8,19
117,12,7,13
118,52,24,69
119,34,20,49
120,154,88,243
121,75,47,123
122,38,23,59
123,445,319,772
124,50,30,93
125,51,26,98
126,367,231,585
127,228,150,387
128,71,31,106
129,120,72,179
130,63,38,105
131,343,222,500
132,162,81,322
133,169,94,298
134,192,106,405
135,454,293,900
136,51,31,109
137,141,93,287
138,145,87,243
139,20,13,30
140,17,9,21
141,6,2,9
142,23,10,40
143,124,74,196
144,10,2,12
145,10,5,19
146,211,128,307
147,92,51,137
149,120,75,212
150,32,21,64
151,16,7,24
153,105,82,217
154,67,28,112
155,14,8,22
156,30,11,40
157,288,207,465
158,53,31,81
159,168,111,259
160,7,5,10
161,123,77,218
162,50,32,79
163,263,144,392
164,180,107,326
165,13,7,24
166,4,3,7
167,28,17,48
168,299,209,603
169,91,58,137
170,26,17,48
171,114,67,226
172,268,206,408
173,204,117,423
174,103,69,236
175,8,5,12
176,11,6,20
181,111,68,169
184,136,81,189
185,10,2,11
186,104,61,211
187,12,8,17
188,16,8,23
189,46,18,73
190,5,0,5
191,15,5,28
192,59,37,82
193,83,47,126
194,18,8,35
195,19,8,30
196,33,12,43
197,120,65,241
198,445,322,640
200,34,19,53
204,224,126,369
205,160,80,228
206,372,252,640
1001,223,85,426
1002,190,77,349
1003,272,98,402
1004,211,83,275
