idolId,accounts,onlyAccounts,tweets
1,306,157,637
2,217,104,489
3,257,143,627
4,54,34,109
5,198,114,540
6,77,34,139
7,32,17,97
8,309,195,811
9,58,31,131
10,12,5,12
11,372,220,959
12,546,361,1422
13,244,136,619
14,21,6,59
15,271,158,471
16,13,3,22
17,95,52,158
18,52,20,91
19,182,91,440
20,89,52,191
21,15,5,22
22,108,51,288
23,91,38,149
24,35,13,57
25,265,128,610
26,79,42,141
27,876,649,1885
28,404,272,753
29,18,7,31
30,29,10,53
31,29,12,56
32,390,262,759
33,196,111,418
34,91,54,167
35,372,275,619
36,30,16,61
37,29,11,82
38,26,6,33
39,16,6,23
40,21,8,43
41,145,67,363
45,9,3,15
47,13,4,18
48,41,21,81
49,23,8,30
50,527,386,1244
51,15,7,24
52,22,9,48
53,14,6,22
54,221,110,512
55,81,46,185
56,22,8,31
57,22,4,37
58,50,28,79
59,658,458,1578
60,20,5,29
61,19,6,21
62,44,20,108
63,250,116,556
64,164,91,382
65,28,6,48
66,210,108,423
67,268,141,640
68,92,61,165
69,60,25,120
70,10,2,11
71,21,10,29
72,28,13,58
73,165,102,352
74,749,517,1830
75,163,105,445
76,144,83,350
77,67,40,116
78,326,197,678
79,62,31,118
80,123,59,247
81,202,115,426
82,36,12,65
83,35,23,80
84,413,216,1165
85,366,233,758
86,28,13,39
87,40,13,90
88,356,191,760
89,740,513,1879
90,105,60,218
91,81,39,176
92,137,88,247
93,21,8,24
94,108,44,212
95,9,1,23
96,72,45,149
97,447,286,1004
98,304,174,607
99,19,4,32
100,20,9,41
101,378,209,919
102,12,1,22
103,19,5,53
104,55,26,104
105,254,155,634
110,11,5,21
111,76,49,168
112,33,11,43
113,33,13,69
114,318,223,540
115,17,5,33
116,26,10,32
117,16,7,17
118,66,28,107
119,51,26,85
120,207,106,382
121,105,57,215
122,54,30,94
123,570,386,1390
124,63,32,158
125,61,27,154
126,437,267,902
127,295,188,652
128,97,37,165
129,149,79,265
130,78,43,168
131,424,260,762
132,216,98,549
133,212,106,511
134,245,110,710
135,566,341,1581
136,65,35,189
137,191,112,508
138,183,100,377
139,31,16,52
140,28,14,35
141,11,2,17
142,32,8,65
143,154,89,312
144,16,3,22
145,15,5,33
146,276,154,505
147,122,61,228
149,159,88,341
150,43,21,114
151,28,9,48
153,138,103,399
154,95,35,197
155,19,7,36
156,42,14,56
157,383,251,782
158,74,34,141
159,233,128,469
160,10,7,24
161,169,91,383
162,66,37,114
163,330,160,609
164,238,129,556
165,19,7,40
166,8,3,14
167,42,23,90
168,426,260,1203
169,120,69,231
170,38,23,76
171,159,77,417
172,341,250,657
173,281,142,789
174,132,79,404
175,18,8,28
176,17,5,45
181,140,78,269
184,187,107,312
185,20,4,26
186,152,73,374
187,20,10,27
188,22,8,45
189,65,26,125
190,13,0,19
191,25,6,46
192,78,42,130
193,102,51,182
194,26,11,56
195,26,8,55
196,41,13,61
197,146,70,374
198,587,406,1072
200,48,23,90
204,292,145,642
205,209,98,351
206,462,284,1060
1001,300,91,754
1002,247,86,651
1003,374,125,691
1004,281,110,419
